id,actual_label,predicted_label,match,final_verdict,risk_level,feature_score,llm_score,final_score,source,phishing_type,subject,links,features,llm_result
11,0,0,True,Legitimate,Low,0,10,10,synthetic2026,legitimate,"Conference registration Thanks for attending the workshop. Here are links to references and the slide deck. Let me know if the timing works for you. Best, Avery Patel",[],"{'suspicious_keywords_found': [], 'num_suspicious_keywords': 0, 'urgency_words_found': [], 'has_urgency': False, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Low
Confidence Score: 50
Final Verdict: Legitimate
Short Reason: Gemini was unavailable, so fallback analysis was used. No strong phishing indicator combinations were detected."
12,1,0,False,Legitimate,Low,0,10,10,synthetic2026,tech_support,,[],"{'suspicious_keywords_found': [], 'num_suspicious_keywords': 0, 'urgency_words_found': [], 'has_urgency': False, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Low
Confidence Score: 50
Final Verdict: Legitimate
Short Reason: Gemini was unavailable, so fallback analysis was used. No strong phishing indicator combinations were detected."
13,1,1,True,Suspicious,Medium,24,25,49,synthetic2026,credential_harvesting,,[],"{'suspicious_keywords_found': ['password', 'access', 'reset'], 'num_suspicious_keywords': 3, 'urgency_words_found': [], 'has_urgency': False, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Medium
Confidence Score: 55
Final Verdict: Phishing
Short Reason: Gemini was unavailable, so fallback analysis was used. Some suspicious indicators were detected, but confidence is limited."
14,0,0,True,Legitimate,Low,0,10,10,synthetic2026,legitimate,"Budget planning Thanks for attending the workshop. Here are links to references and the slide deck. Appreciate your feedback on this draft. Best, Morgan Patel",[],"{'suspicious_keywords_found': [], 'num_suspicious_keywords': 0, 'urgency_words_found': [], 'has_urgency': False, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Low
Confidence Score: 50
Final Verdict: Legitimate
Short Reason: Gemini was unavailable, so fallback analysis was used. No strong phishing indicator combinations were detected."
15,0,0,True,Legitimate,Low,0,10,10,synthetic2026,legitimate,"Workshop recap I booked the lab for next Wednesday. The calendar invite includes location and equipment details. Feel free to add notes before we meet. Best, Casey Patel",[],"{'suspicious_keywords_found': [], 'num_suspicious_keywords': 0, 'urgency_words_found': [], 'has_urgency': False, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Low
Confidence Score: 50
Final Verdict: Legitimate
Short Reason: Gemini was unavailable, so fallback analysis was used. No strong phishing indicator combinations were detected."
16,0,0,True,Legitimate,Low,0,10,10,synthetic2026,legitimate,"Classroom logistics Quick reminder about the training session tomorrow. The materials are in the shared drive. Let me know if the timing works for you. Best, Casey Nguyen",[],"{'suspicious_keywords_found': [], 'num_suspicious_keywords': 0, 'urgency_words_found': [], 'has_urgency': False, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Low
Confidence Score: 50
Final Verdict: Legitimate
Short Reason: Gemini was unavailable, so fallback analysis was used. No strong phishing indicator combinations were detected."
17,0,0,True,Legitimate,Low,0,10,10,synthetic2026,legitimate,"Meeting follow-up I booked the lab for next Wednesday. The calendar invite includes location and equipment details. Feel free to add notes before we meet. Best, Cameron Martinez",[],"{'suspicious_keywords_found': [], 'num_suspicious_keywords': 0, 'urgency_words_found': [], 'has_urgency': False, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Low
Confidence Score: 50
Final Verdict: Legitimate
Short Reason: Gemini was unavailable, so fallback analysis was used. No strong phishing indicator combinations were detected."
18,0,1,False,Suspicious,Medium,28,10,38,enron,legitimate,,"['http://enews.buy.com/cgi-bin5/flo?y=eE4N0D4S5I0Blu0BCJO0Aq', 'http://enews.buy.com/cgi-bin5/flo?y=eE4N0D4S5I0Blu0BC420Az', 'http://enews.buy.com/cgi-bin5/flo?y=eE4N0D4S5I0Blu0BC7u0AB', 'http://enews.buy.com/cgi-bin5/flo?y=eE4N0D4S5I0Blu0BC7v0AC', 'http://enews.buy.com/cgi-bin5/flo?y=eE4N0D4S5I0Blu0BC7w0AD', 'http://enews.buy.com/cgi-bin5/flo?y=eE4N0D4S5I0Blu0BC7x0AE', 'http://enews.buy.com/cgi-bin5/flo?y=eE4N0D4S5I0Blu0BC7y0AF', 'http://enews.buy.com/cgi-bin5/flo?y=eE4N0D4S5I0Blu0BC450A3', 'http://enews.buy.com/cgi-bin5/flo?y=eE4N0D4S5I0Blu0BC7z0AG', 'http://enews.buy.com/cgi-bin5/flo?y=eE4N0D4S5I0Blu0BC710A2', 'http://enews.buy.com/cgi-bin5/flo?y=eE4N0D4S5I0Blu0BC430A1', 'http://enews.buy.com/cgi-bin5/flo?y=eE4N0D4S5I0Blu0BC720A3', 'http://enews.buy.com/cgi-bin5/flo?y=eE4N0D4S5I0Blu0BC730A4', 'http://enews.buy.com/cgi-bin5/flo?y=eE4N0D4S5I0Blu06VY0At', 'http://enews.buy.com/cgi-bin5/flo?y=eE4N0D4S5I0Blu0BCJC0Ae', 'http://enews.buy.com/cgi-bin5/flo?y=eE4N0D4S5I0Blu04pB0Au', 'http://enews.buy.com/cgi-bin5/flo?y=eE4N0D4S5I0Blu0RVU0AJ', 'http://enews.buy.com/cgi-bin5/flo?y=eE4N0D4S5I0Blu0FWL0Ax', 'http://enews.buy.com/cgi-bin5/flo?y=eE4N0D4S5I0Blu0bIi0Ag', 'http://enews.buy.com/cgi-bin5/flo?y=eE4N0D4S5I0Blu0FWQ0A3', 'http://enews.buy.com/cgi-bin5/flo?y=eE4N0D4S5I0Blu0FWP0A2', 'http://enews.buy.com/cgi-bin5/flo?y=eE4N0D4S5I0Blu04o40Af', 'http://enews.buy.com/cgi-bin5/flo?y=eE4N0D4S5I0Blu0FWN0Az', 'http://enews.buy.com/cgi-bin5/flo?y=eE4N0D4S5I0Blu04o10Ac', 'http://enews.buy.com/cgi-bin5/flo?y=eE4N0D4S5I0Blu0bIc0Aa', 'http://enews.buy.com/cgi-bin5/flo?y=eE4N0D4S5I0Blu04pH0A1', 'http://enews.buy.com/cgi-bin5/profile?y=eE4N0D4S5I0BluP']","{'suspicious_keywords_found': ['click'], 'num_suspicious_keywords': 1, 'urgency_words_found': [], 'has_urgency': False, 'has_links': True, 'num_links': 27, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Low
Confidence Score: 50
Final Verdict: Legitimate
Short Reason: Gemini was unavailable, so fallback analysis was used. No strong phishing indicator combinations were detected."
19,1,0,False,Legitimate,Low,0,10,10,synthetic2026,tech_support,,[],"{'suspicious_keywords_found': [], 'num_suspicious_keywords': 0, 'urgency_words_found': [], 'has_urgency': False, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Low
Confidence Score: 50
Final Verdict: Legitimate
Short Reason: Gemini was unavailable, so fallback analysis was used. No strong phishing indicator combinations were detected."
20,0,1,False,Phishing,High,34,40,74,enron,legitimate,,['http://www.nymexaccess.com'],"{'suspicious_keywords_found': ['password', 'login', 'access'], 'num_suspicious_keywords': 3, 'urgency_words_found': [], 'has_urgency': False, 'has_links': True, 'num_links': 1, 'has_email_addresses': True, 'num_email_addresses': 2}","Risk Level: High
Confidence Score: 70
Final Verdict: Phishing
Short Reason: Gemini was unavailable, so fallback analysis was used. Multiple phishing indicators were detected in combination."
21,1,1,True,Suspicious,Medium,23,25,48,synthetic2026,urgency,,[],"{'suspicious_keywords_found': ['access'], 'num_suspicious_keywords': 1, 'urgency_words_found': ['immediately', 'within 24 hours'], 'has_urgency': True, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Medium
Confidence Score: 55
Final Verdict: Phishing
Short Reason: Gemini was unavailable, so fallback analysis was used. Urgency language appeared with a suspicious account/payment/action-related term."
22,0,0,True,Legitimate,Low,0,10,10,enron,legitimate,,[],"{'suspicious_keywords_found': [], 'num_suspicious_keywords': 0, 'urgency_words_found': [], 'has_urgency': False, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Low
Confidence Score: 50
Final Verdict: Legitimate
Short Reason: Gemini was unavailable, so fallback analysis was used. No strong phishing indicator combinations were detected."
23,0,0,True,Legitimate,Low,0,10,10,synthetic2026,legitimate,"Research discussion Thanks for attending the workshop. Here are links to references and the slide deck. Let me know if the timing works for you. Best, Jordan Singh",[],"{'suspicious_keywords_found': [], 'num_suspicious_keywords': 0, 'urgency_words_found': [], 'has_urgency': False, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Low
Confidence Score: 50
Final Verdict: Legitimate
Short Reason: Gemini was unavailable, so fallback analysis was used. No strong phishing indicator combinations were detected."
24,0,0,True,Legitimate,Low,0,10,10,synthetic2026,legitimate,"Conference registration Hi team, sharing notes from today's sync. Next steps are in the shared doc. Let me know your thoughts. I'll share the slides later today. Best, Alex Khan",[],"{'suspicious_keywords_found': [], 'num_suspicious_keywords': 0, 'urgency_words_found': [], 'has_urgency': False, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Low
Confidence Score: 50
Final Verdict: Legitimate
Short Reason: Gemini was unavailable, so fallback analysis was used. No strong phishing indicator combinations were detected."
25,0,0,True,Legitimate,Low,0,10,10,synthetic2026,legitimate,"Onboarding checklist Sharing the revised documentation with examples. The new endpoints are described in section two. Feel free to add notes before we meet. Best, Casey Kim",[],"{'suspicious_keywords_found': [], 'num_suspicious_keywords': 0, 'urgency_words_found': [], 'has_urgency': False, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Low
Confidence Score: 50
Final Verdict: Legitimate
Short Reason: Gemini was unavailable, so fallback analysis was used. No strong phishing indicator combinations were detected."
26,0,0,True,Legitimate,Low,0,10,10,synthetic2026,legitimate,"Documentation review Please find the minutes from our last meeting. Action items are listed at the end for convenience. Thanks for reviewing the document. Best, Cameron Singh",[],"{'suspicious_keywords_found': [], 'num_suspicious_keywords': 0, 'urgency_words_found': [], 'has_urgency': False, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Low
Confidence Score: 50
Final Verdict: Legitimate
Short Reason: Gemini was unavailable, so fallback analysis was used. No strong phishing indicator combinations were detected."
27,1,0,False,Legitimate,Low,16,10,26,synthetic2026,generic_phishing,,[],"{'suspicious_keywords_found': ['click', 'update'], 'num_suspicious_keywords': 2, 'urgency_words_found': [], 'has_urgency': False, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Low
Confidence Score: 50
Final Verdict: Legitimate
Short Reason: Gemini was unavailable, so fallback analysis was used. No strong phishing indicator combinations were detected."
28,0,0,True,Legitimate,Low,0,10,10,synthetic2026,legitimate,"Documentation review Thanks for attending the workshop. Here are links to references and the slide deck. I'll share the slides later today. Best, Riley Lee",[],"{'suspicious_keywords_found': [], 'num_suspicious_keywords': 0, 'urgency_words_found': [], 'has_urgency': False, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Low
Confidence Score: 50
Final Verdict: Legitimate
Short Reason: Gemini was unavailable, so fallback analysis was used. No strong phishing indicator combinations were detected."
29,0,0,True,Legitimate,Low,0,10,10,synthetic2026,legitimate,"Training session notes Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client. Appreciate your feedback on this draft. Best, Riley Kim",[],"{'suspicious_keywords_found': [], 'num_suspicious_keywords': 0, 'urgency_words_found': [], 'has_urgency': False, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Low
Confidence Score: 50
Final Verdict: Legitimate
Short Reason: Gemini was unavailable, so fallback analysis was used. No strong phishing indicator combinations were detected."
30,1,0,False,Legitimate,Low,8,10,18,synthetic2026,romance_dating,,[],"{'suspicious_keywords_found': ['payment'], 'num_suspicious_keywords': 1, 'urgency_words_found': [], 'has_urgency': False, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Low
Confidence Score: 50
Final Verdict: Legitimate
Short Reason: Gemini was unavailable, so fallback analysis was used. No strong phishing indicator combinations were detected."
31,0,0,True,Legitimate,Low,0,10,10,synthetic2026,legitimate,"Weekly status report Thanks for your help on the analysis. I've pushed the changes and left comments in the PR for clarity. Appreciate your feedback on this draft. Best, Avery Singh",[],"{'suspicious_keywords_found': [], 'num_suspicious_keywords': 0, 'urgency_words_found': [], 'has_urgency': False, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Low
Confidence Score: 50
Final Verdict: Legitimate
Short Reason: Gemini was unavailable, so fallback analysis was used. No strong phishing indicator combinations were detected."
32,0,0,True,Legitimate,Low,8,25,33,synthetic2026,legitimate,"Networking event details Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides for review. Appreciate your feedback on this draft. Best, Jamie Garcia",[],"{'suspicious_keywords_found': ['confirm'], 'num_suspicious_keywords': 1, 'urgency_words_found': [], 'has_urgency': False, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Medium
Confidence Score: 55
Final Verdict: Phishing
Short Reason: Gemini was unavailable, so fallback analysis was used. Some suspicious indicators were detected, but confidence is limited."
33,0,0,True,Legitimate,Low,0,10,10,synthetic2026,legitimate,"Budget planning Thanks for attending the workshop. Here are links to references and the slide deck. Appreciate your feedback on this draft. Best, Avery Singh",[],"{'suspicious_keywords_found': [], 'num_suspicious_keywords': 0, 'urgency_words_found': [], 'has_urgency': False, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Low
Confidence Score: 50
Final Verdict: Legitimate
Short Reason: Gemini was unavailable, so fallback analysis was used. No strong phishing indicator combinations were detected."
34,1,1,True,Phishing,High,48,40,88,synthetic2026,credential_harvesting,,[],"{'suspicious_keywords_found': ['password', 'suspended', 'login', 'secure', 'access', 'reset'], 'num_suspicious_keywords': 6, 'urgency_words_found': [], 'has_urgency': False, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: High
Confidence Score: 70
Final Verdict: Phishing
Short Reason: Gemini was unavailable, so fallback analysis was used. Multiple phishing indicators were detected in combination."
35,1,0,False,Legitimate,Low,0,10,10,synthetic2026,threats,,[],"{'suspicious_keywords_found': [], 'num_suspicious_keywords': 0, 'urgency_words_found': [], 'has_urgency': False, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Low
Confidence Score: 50
Final Verdict: Legitimate
Short Reason: Gemini was unavailable, so fallback analysis was used. No strong phishing indicator combinations were detected."
36,1,0,False,Legitimate,Low,23,10,33,synthetic2026,social_engineering_advanced,,[],"{'suspicious_keywords_found': ['payment'], 'num_suspicious_keywords': 1, 'urgency_words_found': ['right now'], 'has_urgency': True, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Low
Confidence Score: 50
Final Verdict: Legitimate
Short Reason: Gemini was unavailable, so fallback analysis was used. No strong phishing indicator combinations were detected."
37,0,0,True,Legitimate,Low,0,10,10,synthetic2026,legitimate,"Meeting follow-up Thanks for your help on the analysis. I've pushed the changes and left comments in the PR for clarity. I'll share the slides later today. Best, Avery Kim",[],"{'suspicious_keywords_found': [], 'num_suspicious_keywords': 0, 'urgency_words_found': [], 'has_urgency': False, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Low
Confidence Score: 50
Final Verdict: Legitimate
Short Reason: Gemini was unavailable, so fallback analysis was used. No strong phishing indicator combinations were detected."
38,1,1,True,Suspicious,Medium,15,25,40,synthetic2026,threats,,[],"{'suspicious_keywords_found': [], 'num_suspicious_keywords': 0, 'urgency_words_found': ['action required'], 'has_urgency': True, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Medium
Confidence Score: 55
Final Verdict: Phishing
Short Reason: Gemini was unavailable, so fallback analysis was used. Urgency language appeared with a suspicious account/payment/action-related term."
39,1,1,True,Suspicious,Medium,32,25,57,synthetic2026,credential_harvesting,,[],"{'suspicious_keywords_found': ['verify', 'secure', 'access', 'reset'], 'num_suspicious_keywords': 4, 'urgency_words_found': [], 'has_urgency': False, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Medium
Confidence Score: 55
Final Verdict: Phishing
Short Reason: Gemini was unavailable, so fallback analysis was used. Some suspicious indicators were detected, but confidence is limited."
40,1,1,True,Suspicious,Medium,24,40,64,synthetic2026,credential_harvesting,,[],"{'suspicious_keywords_found': ['verify', 'secure', 'access'], 'num_suspicious_keywords': 3, 'urgency_words_found': [], 'has_urgency': False, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: High
Confidence Score: 70
Final Verdict: Phishing
Short Reason: Gemini was unavailable, so fallback analysis was used. Multiple phishing indicators were detected in combination."
41,1,0,False,Legitimate,Low,16,10,26,synthetic2026,generic_phishing,,[],"{'suspicious_keywords_found': ['click', 'update'], 'num_suspicious_keywords': 2, 'urgency_words_found': [], 'has_urgency': False, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Low
Confidence Score: 50
Final Verdict: Legitimate
Short Reason: Gemini was unavailable, so fallback analysis was used. No strong phishing indicator combinations were detected."
42,0,0,True,Legitimate,Low,0,10,10,enron,legitimate,,[],"{'suspicious_keywords_found': [], 'num_suspicious_keywords': 0, 'urgency_words_found': [], 'has_urgency': False, 'has_links': False, 'num_links': 0, 'has_email_addresses': True, 'num_email_addresses': 5}","Risk Level: Low
Confidence Score: 50
Final Verdict: Legitimate
Short Reason: Gemini was unavailable, so fallback analysis was used. No strong phishing indicator combinations were detected."
43,1,0,False,Legitimate,Low,0,10,10,synthetic2026,tech_support,,[],"{'suspicious_keywords_found': [], 'num_suspicious_keywords': 0, 'urgency_words_found': [], 'has_urgency': False, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Low
Confidence Score: 50
Final Verdict: Legitimate
Short Reason: Gemini was unavailable, so fallback analysis was used. No strong phishing indicator combinations were detected."
44,1,1,True,Suspicious,Medium,24,40,64,synthetic2026,social_engineering,,[],"{'suspicious_keywords_found': ['validate', 'access', 'security alert'], 'num_suspicious_keywords': 3, 'urgency_words_found': [], 'has_urgency': False, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: High
Confidence Score: 70
Final Verdict: Phishing
Short Reason: Gemini was unavailable, so fallback analysis was used. Multiple phishing indicators were detected in combination."
45,0,0,True,Legitimate,Low,0,10,10,synthetic2026,legitimate,"Lab availability Hi team, sharing the latest notes from today's sync. Next steps are attached in the document. Let me know your thoughts. I'll share the slides later today. Best, Avery Martinez",[],"{'suspicious_keywords_found': [], 'num_suspicious_keywords': 0, 'urgency_words_found': [], 'has_urgency': False, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Low
Confidence Score: 50
Final Verdict: Legitimate
Short Reason: Gemini was unavailable, so fallback analysis was used. No strong phishing indicator combinations were detected."
46,1,1,True,Suspicious,Medium,23,25,48,synthetic2026,urgency,,[],"{'suspicious_keywords_found': ['access'], 'num_suspicious_keywords': 1, 'urgency_words_found': ['immediately', 'asap'], 'has_urgency': True, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Medium
Confidence Score: 55
Final Verdict: Phishing
Short Reason: Gemini was unavailable, so fallback analysis was used. Urgency language appeared with a suspicious account/payment/action-related term."
47,0,0,True,Legitimate,Low,0,10,10,enron,legitimate,,[],"{'suspicious_keywords_found': [], 'num_suspicious_keywords': 0, 'urgency_words_found': [], 'has_urgency': False, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Low
Confidence Score: 50
Final Verdict: Legitimate
Short Reason: Gemini was unavailable, so fallback analysis was used. No strong phishing indicator combinations were detected."
48,1,0,False,Legitimate,Low,0,10,10,synthetic2026,threats,,[],"{'suspicious_keywords_found': [], 'num_suspicious_keywords': 0, 'urgency_words_found': [], 'has_urgency': False, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Low
Confidence Score: 50
Final Verdict: Legitimate
Short Reason: Gemini was unavailable, so fallback analysis was used. No strong phishing indicator combinations were detected."
49,1,1,True,Suspicious,Medium,23,25,48,synthetic2026,urgency,,[],"{'suspicious_keywords_found': ['access'], 'num_suspicious_keywords': 1, 'urgency_words_found': ['urgent', 'immediately'], 'has_urgency': True, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Medium
Confidence Score: 55
Final Verdict: Phishing
Short Reason: Gemini was unavailable, so fallback analysis was used. Urgency language appeared with a suspicious account/payment/action-related term."
50,1,1,True,Suspicious,Medium,23,25,48,synthetic2026,urgency,,[],"{'suspicious_keywords_found': ['access'], 'num_suspicious_keywords': 1, 'urgency_words_found': ['immediately', 'asap'], 'has_urgency': True, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Medium
Confidence Score: 55
Final Verdict: Phishing
Short Reason: Gemini was unavailable, so fallback analysis was used. Urgency language appeared with a suspicious account/payment/action-related term."
51,0,0,True,Legitimate,Low,8,25,33,synthetic2026,legitimate,"Classroom logistics Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides. I'll share the slides later today. Best, Jordan Brown",[],"{'suspicious_keywords_found': ['confirm'], 'num_suspicious_keywords': 1, 'urgency_words_found': [], 'has_urgency': False, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Medium
Confidence Score: 55
Final Verdict: Phishing
Short Reason: Gemini was unavailable, so fallback analysis was used. Some suspicious indicators were detected, but confidence is limited."
52,0,0,True,Legitimate,Low,0,25,25,synthetic2026,legitimate,"Code review summary Thanks for attending the workshop. Here are links to references and the slide deck. Let me know if the timing works for you. Best, Riley Wong",[],"{'suspicious_keywords_found': [], 'num_suspicious_keywords': 0, 'urgency_words_found': [], 'has_urgency': False, 'has_links': False, 'num_links': 0, 'has_email_addresses': False, 'num_email_addresses': 0}","Risk Level: Medium
Confidence Score: 85
Final Verdict: Phishing
Short Reason: The email explicitly states ""Here are links to references and the slide deck"" but provides no actual clickable links in the body. This significant discrepancy is highly unusual for a legitimate communication and suggests a deceptive or poorly constructed phishing attempt."
